ID,feild_name,source_data_value,target_data_value
00000093,Amount,133,498
00000094,Amount,139,364
00000095,Amount,160,170
00000096,Amount,476,154
00000097,Amount,393,104
00000098,Amount,201,452
00000099,Amount,471,496
00000100,Amount,210,112
00000101,Amount,375,384
00000102,Amount,139,446
00000103,Amount,420,116
00000104,Amount,188,461
00000105,Amount,181,486
00000106,Amount,155,265
00000107,Amount,329,132
00000108,Amount,221,401
00000109,Amount,382,354
00000110,Amount,302,209
00000111,Amount,186,340
00000112,Amount,239,158
00000113,Amount,357,193
00000114,Amount,350,483
00000115,Amount,370,257
00000116,Amount,119,334
00000117,Amount,188,471
00000118,Amount,117,234
00000119,Amount,257,176
00000120,Amount,428,138
00000121,Amount,335,310
00000122,Amount,199,316
00000123,Amount,206,264
00000124,Amount,412,227
00000125,Amount,253,266
00000126,Amount,277,159
00000127,Amount,105,480
00000128,Amount,137,414
00000129,Amount,424,437
00000130,Amount,410,341
00000131,Amount,100,434
00000132,Amount,195,122
00000133,Amount,476,403
00000134,Amount,325,167
00000135,Amount,235,458
00000136,Amount,314,409
00000137,Amount,124,115
00000138,Amount,479,315
00000139,Amount,471,348
00000140,Amount,388,297
00000141,Amount,259,265
00000142,Amount,410,358
00000143,Amount,119,144
00000144,Amount,201,476
00000145,Amount,290,142
00000146,Amount,224,265
00000147,Amount,264,243
00000148,Amount,476,428
00000149,Amount,109,388
00000150,Amount,235,195
00000151,Amount,242,452
00000152,Amount,123,209
00000153,Amount,408,354
00000154,Amount,465,237
00000155,Amount,399,267
00000156,Amount,325,164
00000157,Amount,418,465
00000158,Amount,156,188
00000159,Amount,481,303
00000160,Amount,221,243
00000161,Amount,491,280
00000162,Amount,436,427
00000163,Amount,315,181
00000164,Amount,474,387
00000165,Amount,273,332
00000166,Amount,432,353
00000167,Amount,491,343
00000168,Amount,319,306
00000169,Amount,103,472
00000170,Amount,461,211
00000171,Amount,302,167
00000172,Amount,213,491
00000173,Amount,198,434
00000174,Amount,387,242
00000175,Amount,443,415
00000176,Amount,184,415
00000177,Amount,323,437
00000178,Amount,441,276
00000179,Amount,425,285
00000180,Amount,419,357
00000181,Amount,389,187
00000182,Amount,375,167
00000183,Amount,438,169
00000184,Amount,386,407
00000185,Amount,175,290
00000186,Amount,329,475
00000187,Amount,245,237
00000188,Amount,178,408
00000189,Amount,419,104
00000190,Amount,242,220
00000191,Amount,431,448
00000192,Amount,462,207
00000193,Amount,116,118
00000194,Amount,499,263
00000195,Amount,176,355
00000196,Amount,337,433
00000197,Amount,204,477
00000198,Amount,437,293
00000199,Amount,383,418
00000200,Amount,431,410
00000201,Amount,182,110
00000202,Amount,332,384
00000203,Amount,321,278
00000204,Amount,245,227
00000205,Amount,273,324
00000206,Amount,340,142
00000207,Amount,381,490
00000208,Amount,295,336
00000209,Amount,145,468
00000210,Amount,271,431
00000211,Amount,236,211
00000212,Amount,143,378
00000213,Amount,168,384
00000214,Amount,265,392
00000215,Amount,259,173
00000216,Amount,226,392
00000217,Amount,196,275
00000218,Amount,465,196
00000219,Amount,317,118
00000220,Amount,297,436
00000221,Amount,386,329
00000222,Amount,163,226
00000223,Amount,401,135
00000224,Amount,324,204
00000225,Amount,157,318
00000226,Amount,429,225
00000227,Amount,350,339
00000228,Amount,322,487
00000229,Amount,222,354
00000230,Amount,179,462
00000231,Amount,371,322
00000232,Amount,347,317
00000233,Amount,188,389
00000234,Amount,222,237
00000235,Amount,245,459
00000236,Amount,148,382
00000237,Amount,395,482
00000238,Amount,110,370
00000239,Amount,176,293
00000240,Amount,204,114
00000241,Amount,256,218
00000242,Amount,110,216
00000243,Amount,116,265
00000244,Amount,354,108
00000245,Amount,317,347
00000246,Amount,425,355
00000247,Amount,220,497
00000248,Amount,437,478
00000249,Amount,293,155
00000250,Amount,447,417
00000251,Amount,113,413
00000252,Amount,349,445
00000253,Amount,309,373
00000254,Amount,245,142
00000255,Amount,409,335
00000256,Amount,324,215
00000257,Amount,478,480
00000258,Amount,468,401
00000259,Amount,265,174
00000260,Amount,428,269
00000261,Amount,265,321
00000262,Amount,306,460
00000263,Amount,323,171
00000264,Amount,329,490
00000265,Amount,354,441
00000266,Amount,478,109
00000267,Amount,389,358
00000268,Amount,286,253
00000269,Amount,249,313
00000270,Amount,465,424
00000271,Amount,186,227
00000272,Amount,242,307
00000273,Amount,391,258
00000274,Amount,284,182
00000275,Amount,348,101
00000276,Amount,468,221
00000277,Amount,130,147
00000278,Amount,500,277
00000279,Amount,258,390
00000280,Amount,312,157
00000281,Amount,175,408
00000282,Amount,325,398
00000283,Amount,320,118
00000284,Amount,431,171
00000285,Amount,211,265
00000286,Amount,194,269
00000287,Amount,322,191
00000288,Amount,337,233
00000289,Amount,338,131
00000290,Amount,190,147
00000291,Amount,173,175
00000292,Amount,122,407
00000293,Amount,189,411
00000294,Amount,257,228
00000295,Amount,107,462
00000296,Amount,254,368
00000297,Amount,303,318
00000298,Amount,417,368
00000299,Amount,341,472
00000300,Amount,220,437
00000301,Amount,278,143
00000302,Amount,130,437
00000303,Amount,117,169
00000304,Amount,299,379
00000305,Amount,112,340
00000306,Amount,210,476
00000307,Amount,310,498
00000308,Amount,160,132
00000309,Amount,213,242
00000310,Amount,456,291
00000311,Amount,299,395
00000312,Amount,206,116
00000313,Amount,281,456
00000314,Amount,387,453
00000315,Amount,302,465
00000316,Amount,285,271
00000317,Amount,184,449
00000318,Amount,144,434
00000319,Amount,266,189
00000320,Amount,324,469
00000321,Amount,110,393
00000322,Amount,349,435
00000323,Amount,327,444
00000324,Amount,461,419
00000325,Amount,463,405
00000326,Amount,392,358
00000327,Amount,138,254
00000328,Amount,249,246
00000329,Amount,255,483
00000330,Amount,275,417
00000331,Amount,351,233
00000332,Amount,291,118
00000333,Amount,395,358
00000334,Amount,360,329
00000335,Amount,205,368
00000336,Amount,144,411
00000337,Amount,207,476
00000338,Amount,314,119
00000339,Amount,208,225
00000340,Amount,268,317
00000341,Amount,265,207
00000342,Amount,247,347
00000343,Amount,467,478
00000344,Amount,398,221
00000345,Amount,305,375
00000346,Amount,170,153
00000347,Amount,321,274
00000348,Amount,434,352
00000349,Amount,318,120
00000350,Amount,223,362
00000351,Amount,277,304
00000352,Amount,357,323
00000353,Amount,170,490
00000354,Amount,186,359
00000355,Amount,282,304
00000356,Amount,478,163
00000357,Amount,175,337
00000358,Amount,122,184
00000359,Amount,482,381
00000360,Amount,399,205
00000361,Amount,230,235
00000362,Amount,386,464
00000363,Amount,154,464
00000364,Amount,408,123
00000365,Amount,178,364
00000366,Amount,367,378
00000367,Amount,124,330
00000368,Amount,488,146
00000369,Amount,245,403
00000370,Amount,125,214
00000371,Amount,270,109
00000372,Amount,177,413
00000373,Amount,401,391
00000374,Amount,435,408
00000375,Amount,383,415
00000376,Amount,412,467
00000377,Amount,428,337
00000378,Amount,270,333
00000379,Amount,407,165
00000380,Amount,315,304
00000381,Amount,447,233
00000382,Amount,413,175
00000383,Amount,458,400
00000384,Amount,225,461
00000385,Amount,350,262
00000386,Amount,302,429
00000387,Amount,441,199
00000388,Amount,482,355
00000389,Amount,245,175
00000390,Amount,180,225
00000391,Amount,439,294
00000392,Amount,462,326
00000393,Amount,249,296
00000394,Amount,219,453
00000396,Amount,460,237
00000397,Amount,333,251
00000398,Amount,377,413
00000399,Amount,226,321
00000400,Amount,122,169
00000401,Amount,231,348
00000402,Amount,347,264
00000403,Amount,340,227
00000404,Amount,359,372
00000405,Amount,192,131
00000406,Amount,353,143
00000407,Amount,440,239
00000408,Amount,189,136
00000409,Amount,281,340
00000410,Amount,171,189
00000411,Amount,308,473
00000412,Amount,486,345
00000413,Amount,488,292
00000414,Amount,450,186
00000415,Amount,242,278
00000416,Amount,433,416
00000417,Amount,477,448
00000418,Amount,228,273
00000419,Amount,413,402
00000420,Amount,151,163
00000421,Amount,476,445
00000422,Amount,121,247
00000423,Amount,194,474
00000424,Amount,489,167
00000425,Amount,304,416
00000426,Amount,475,280
00000427,Amount,397,234
00000428,Amount,104,291
00000429,Amount,316,490
00000430,Amount,319,470
00000431,Amount,178,495
00000432,Amount,244,137
00000433,Amount,341,122
00000434,Amount,409,196
00000435,Amount,429,226
00000436,Amount,304,397
00000437,Amount,174,283
00000438,Amount,113,407
00000439,Amount,198,388
00000440,Amount,217,376
00000441,Amount,438,254
00000442,Amount,265,188
00000443,Amount,411,241
00000444,Amount,291,351
00000445,Amount,116,381
00000446,Amount,435,343
00000447,Amount,351,124
00000448,Amount,433,327
00000449,Amount,296,209
00000450,Amount,101,391
00000451,Amount,243,464
00000452,Amount,152,130
00000453,Amount,204,476
00000454,Amount,244,137
00000455,Amount,420,263
00000456,Amount,444,349
00000457,Amount,304,113
00000458,Amount,285,369
00000459,Amount,309,176
00000460,Amount,498,238
00000461,Amount,473,354
00000462,Amount,165,163
00000463,Amount,116,204
00000464,Amount,366,480
00000465,Amount,162,190
00000466,Amount,430,427
00000467,Amount,227,129
00000468,Amount,311,201
00000469,Amount,241,440
00000470,Amount,101,455
00000471,Amount,380,236
00000472,Amount,230,184
00000473,Amount,477,339
00000474,Amount,453,141
00000475,Amount,368,131
00000476,Amount,158,408
00000477,Amount,344,451
00000478,Amount,199,213
00000479,Amount,399,168
00000480,Amount,485,108
00000481,Amount,298,462
00000482,Amount,247,421
00000483,Amount,278,425
00000484,Amount,306,296
00000485,Amount,467,478
00000486,Amount,281,286
00000487,Amount,264,416
00000488,Amount,444,345
00000489,Amount,486,299
00000490,Amount,368,320
00000491,Amount,344,101
00000492,Amount,212,399
00000493,Amount,467,416
00000494,Amount,173,367
00000495,Amount,280,229
00000496,Amount,434,144
00000497,Amount,127,249
00000498,Amount,135,351
00000499,Amount,112,231
00000500,Amount,281,151
00000501,Amount,465,359
00000502,Amount,280,412
00000503,Amount,340,465
00000504,Amount,355,345
00000505,Amount,361,247
00000506,Amount,360,214
00000507,Amount,155,460
00000508,Amount,236,362
00000509,Amount,251,310
00000510,Amount,225,203
00000511,Amount,477,486
00000512,Amount,350,250
00000513,Amount,386,453
00000514,Amount,317,235
00000515,Amount,199,427
00000516,Amount,469,307
00000517,Amount,301,492
00000518,Amount,289,176
00000519,Amount,495,203
00000520,Amount,313,256
00000521,Amount,499,107
00000522,Amount,189,186
00000523,Amount,226,431
00000524,Amount,465,441
00000525,Amount,284,166
00000526,Amount,305,382
00000527,Amount,207,495
00000528,Amount,440,226
00000529,Amount,211,292
00000530,Amount,487,468
00000531,Amount,427,485
00000532,Amount,322,271
00000533,Amount,250,140
00000534,Amount,381,277
00000535,Amount,328,469
00000536,Amount,143,396
00000537,Amount,438,125
00000538,Amount,157,355
00000539,Amount,403,130
00000540,Amount,189,263
00000541,Amount,369,434
00000542,Amount,247,245
00000543,Amount,166,127
00000544,Amount,363,292
00000545,Amount,391,250
00000546,Amount,216,242
00000547,Amount,145,132
00000548,Amount,396,231
00000549,Amount,325,265
00000550,Amount,214,416
00000551,Amount,192,224
00000552,Amount,406,267
00000553,Amount,436,107
00000554,Amount,238,172
00000555,Amount,271,148
00000556,Amount,308,359
00000557,Amount,481,415
00000558,Amount,293,193
00000559,Amount,423,104
00000560,Amount,254,201
00000561,Amount,325,265
00000562,Amount,348,440
00000563,Amount,447,474
00000564,Amount,168,190
00000565,Amount,339,299
00000566,Amount,447,118
00000567,Amount,253,400
00000568,Amount,219,304
00000569,Amount,393,490
00000570,Amount,484,180
00000571,Amount,185,336
00000572,Amount,132,436
00000573,Amount,216,320
00000574,Amount,366,223
00000575,Amount,322,317
00000576,Amount,127,380
00000577,Amount,366,247
00000578,Amount,107,124
00000579,Amount,313,381
00000580,Amount,292,489
00000581,Amount,417,199
00000582,Amount,174,247
00000583,Amount,136,442
00000584,Amount,242,110
00000585,Amount,482,272
00000586,Amount,183,202
00000587,Amount,324,285
00000588,Amount,127,235
00000589,Amount,386,195
00000590,Amount,170,353
00000591,Amount,207,447
00000592,Amount,215,264
00000593,Amount,444,233
00000594,Amount,459,377
00000595,Amount,234,405
00000596,Amount,313,202
00000597,Amount,418,377
00000598,Amount,344,380
00000599,Amount,415,391
00000600,Amount,296,196
00000601,Amount,117,263
00000602,Amount,467,496
00000603,Amount,439,355
00000604,Amount,439,274
00000605,Amount,399,465
00000606,Amount,458,412
00000607,Amount,324,360
00000608,Amount,304,140
00000609,Amount,466,121
00000610,Amount,321,142
00000611,Amount,184,182
00000612,Amount,292,477
00000613,Amount,234,199
00000614,Amount,222,288
00000615,Amount,260,286
00000616,Amount,207,442
00000617,Amount,314,162
00000618,Amount,479,463
00000619,Amount,361,443
00000620,Amount,107,337
00000621,Amount,108,182
00000622,Amount,321,353
00000623,Amount,234,183
00000624,Amount,147,205
00000625,Amount,389,333
00000626,Amount,214,411
00000627,Amount,306,319
00000628,Amount,185,457
00000629,Amount,458,157
00000630,Amount,177,428
00000631,Amount,240,292
00000632,Amount,285,443
00000633,Amount,488,494
00000634,Amount,156,125
00000635,Amount,119,256
00000636,Amount,364,236
00000637,Amount,217,130
00000638,Amount,419,480
00000639,Amount,283,210
00000640,Amount,456,472
00000641,Amount,319,440
00000642,Amount,216,479
00000643,Amount,450,328
00000644,Amount,456,188
00000645,Amount,204,128
00000646,Amount,118,161
00000647,Amount,312,205
00000648,Amount,335,418
00000649,Amount,376,245
00000650,Amount,290,168
00000651,Amount,317,209
00000652,Amount,321,409
00000653,Amount,350,413
00000654,Amount,318,137
00000655,Amount,408,192
00000656,Amount,486,417
00000657,Amount,391,227
00000658,Amount,380,438
00000659,Amount,214,163
00000660,Amount,390,346
00000661,Amount,300,185
00000662,Amount,452,163
00000663,Amount,234,173
00000664,Amount,319,354
00000665,Amount,262,191
00000666,Amount,425,364
00000667,Amount,212,238
00000668,Amount,224,100
00000669,Amount,353,184
00000670,Amount,256,123
00000671,Amount,379,451
00000672,Amount,139,336
00000673,Amount,435,125
00000674,Amount,254,327
00000675,Amount,377,365
00000676,Amount,200,463
00000677,Amount,105,135
00000678,Amount,323,197
00000679,Amount,401,480
00000680,Amount,291,380
00000681,Amount,289,193
00000682,Amount,456,139
00000683,Amount,248,494
00000684,Amount,237,398
00000685,Amount,149,451
00000686,Amount,489,347
00000687,Amount,395,170
00000688,Amount,159,302
00000689,Amount,179,209
00000690,Amount,147,493
00000691,Amount,413,112
00000692,Amount,157,318
00000693,Amount,164,156
00000694,Amount,105,165
00000695,Amount,184,169
00000696,Amount,229,343
00000697,Amount,353,161
00000698,Amount,388,141
00000699,Amount,454,307
00000700,Amount,241,390
00000701,Amount,462,377
00000702,Amount,395,181
00000703,Amount,128,210
00000704,Amount,264,250
00000705,Amount,465,127
00000706,Amount,140,269
00000707,Amount,310,286
00000708,Amount,111,124
00000709,Amount,435,281
00000710,Amount,380,480
00000711,Amount,252,253
00000712,Amount,210,247
00000713,Amount,259,496
00000714,Amount,126,290
00000715,Amount,212,327
00000716,Amount,357,229
00000717,Amount,156,170
00000718,Amount,163,357
00000719,Amount,298,321
00000720,Amount,345,261
00000721,Amount,354,309
00000722,Amount,127,165
00000723,Amount,453,125
00000724,Amount,466,118
00000725,Amount,357,418
00000726,Amount,274,454
00000727,Amount,492,320
00000728,Amount,162,499
00000729,Amount,219,250
00000730,Amount,398,320
00000731,Amount,445,362
00000732,Amount,136,338
00000733,Amount,389,197
00000734,Amount,400,117
00000735,Amount,369,226
00000736,Amount,180,112
00000737,Amount,157,370
00000738,Amount,365,470
00000739,Amount,264,243
00000740,Amount,377,148
00000741,Amount,145,244
00000742,Amount,463,103
00000743,Amount,127,379
00000744,Amount,351,176
00000745,Amount,287,236
00000746,Amount,448,320
00000747,Amount,261,218
00000748,Amount,455,262
00000749,Amount,270,277
00000750,Amount,407,189
00000751,Amount,335,430
00000752,Amount,461,448
00000753,Amount,213,322
00000754,Amount,191,138
00000755,Amount,419,332
00000756,Amount,274,272
00000757,Amount,366,443
00000758,Amount,431,418
00000759,Amount,470,190
00000760,Amount,190,139
00000761,Amount,187,412
00000762,Amount,475,455
00000763,Amount,423,237
00000764,Amount,388,370
00000765,Amount,388,308
00000766,Amount,401,300
00000767,Amount,382,156
00000768,Amount,299,183
00000769,Amount,464,450
00000770,Amount,113,375
00000771,Amount,355,499
00000772,Amount,171,187
00000773,Amount,375,294
00000774,Amount,496,321
00000775,Amount,498,384
00000776,Amount,298,400
00000777,Amount,491,395
00000778,Amount,331,145
00000779,Amount,308,450
00000780,Amount,490,250
00000781,Amount,192,319
00000782,Amount,105,496
00000783,Amount,168,268
00000784,Amount,486,355
00000785,Amount,151,209
00000786,Amount,302,263
00000787,Amount,327,372
00000788,Amount,404,312
00000789,Amount,500,353
00000790,Amount,249,235
00000791,Amount,116,277
00000792,Amount,481,370
00000793,Amount,106,144
00000794,Amount,305,349
00000795,Amount,232,331
00000796,Amount,166,385
00000797,Amount,221,151
00000798,Amount,411,280
00000799,Amount,321,428
00000800,Amount,259,486
00000801,Amount,485,366
00000802,Amount,112,307
00000803,Amount,307,440
00000804,Amount,237,482
00000805,Amount,221,160
00000806,Amount,308,368
00000807,Amount,319,285
00000808,Amount,223,408
00000809,Amount,241,144
00000810,Amount,227,340
00000811,Amount,207,211
00000812,Amount,282,274
00000813,Amount,473,350
00000814,Amount,162,319
00000815,Amount,130,290
00000816,Amount,112,471
00000817,Amount,248,383
00000818,Amount,104,480
00000819,Amount,285,350
00000820,Amount,240,329
00000821,Amount,186,154
00000822,Amount,239,439
00000823,Amount,130,403
00000824,Amount,443,201
00000825,Amount,281,367
00000826,Amount,252,472
00000827,Amount,438,460
00000828,Amount,170,381
00000829,Amount,113,202
00000830,Amount,422,368
00000831,Amount,106,285
00000832,Amount,376,357
00000833,Amount,178,225
00000834,Amount,416,366
00000835,Amount,388,206
00000836,Amount,182,427
00000837,Amount,240,451
00000838,Amount,252,207
00000839,Amount,378,126
00000840,Amount,452,275
00000841,Amount,472,470
00000842,Amount,194,367
00000843,Amount,185,424
00000844,Amount,185,152
00000845,Amount,229,214
00000846,Amount,217,389
00000847,Amount,346,472
00000848,Amount,322,220
00000849,Amount,321,232
00000850,Amount,188,462
00000851,Amount,322,265
00000852,Amount,207,306
00000853,Amount,450,218
00000854,Amount,271,476
00000855,Amount,208,251
00000856,Amount,223,422
00000857,Amount,312,162
00000858,Amount,254,410
00000859,Amount,125,286
00000860,Amount,422,364
00000861,Amount,210,369
00000862,Amount,252,297
00000863,Amount,180,333
00000864,Amount,263,234
00000865,Amount,377,302
00000866,Amount,128,191
00000867,Amount,103,359
00000868,Amount,452,185
00000869,Amount,380,173
00000870,Amount,259,384
00000871,Amount,208,263
00000872,Amount,422,120
00000873,Amount,369,414
00000874,Amount,149,369
00000875,Amount,210,172
00000876,Amount,408,349
00000877,Amount,169,203
00000878,Amount,454,456
00000879,Amount,185,494
00000880,Amount,332,431
00000881,Amount,166,475
00000882,Amount,234,354
00000883,Amount,100,462
00000884,Amount,496,402
00000885,Amount,375,358
00000886,Amount,382,267
00000887,Amount,104,496
00000888,Amount,125,290
00000889,Amount,342,311
00000890,Amount,177,358
00000891,Amount,227,399
00000892,Amount,363,160
00000893,Amount,140,323
00000894,Amount,308,225
00000895,Amount,314,185
00000896,Amount,492,360
00000897,Amount,258,280
00000898,Amount,273,118
00000899,Amount,124,357
00000900,Amount,402,267
00000901,Amount,217,177
00000902,Amount,338,273
00000903,Amount,343,494
00000904,Amount,339,200
00000905,Amount,359,104
00000906,Amount,260,301
00000907,Amount,403,168
00000908,Amount,466,169
00000909,Amount,210,119
00000910,Amount,339,156
00000911,Amount,493,222
00000912,Amount,251,492
00000913,Amount,197,337
00000914,Amount,318,465
00000915,Amount,172,489
00000916,Amount,202,160
00000917,Amount,494,346
00000918,Amount,482,152
00000919,Amount,330,438
00000920,Amount,222,461
00000921,Amount,217,205
00000922,Amount,478,152
00000923,Amount,209,319
00000924,Amount,313,435
00000925,Amount,199,109
00000926,Amount,162,417
00000927,Amount,255,284
00000928,Amount,354,407
00000929,Amount,340,289
00000930,Amount,160,237
00000931,Amount,406,198
00000932,Amount,257,263
00000933,Amount,318,155
00000934,Amount,216,358
00000935,Amount,258,400
00000936,Amount,164,304
00000937,Amount,316,429
00000938,Amount,214,148
00000939,Amount,344,326
00000940,Amount,332,147
00000941,Amount,184,211
00000942,Amount,256,284
00000943,Amount,171,287
00000944,Amount,142,257
00000945,Amount,317,198
00000946,Amount,436,172
00000947,Amount,287,170
00000948,Amount,317,272
00000949,Amount,367,365
00000950,Amount,282,122
00000951,Amount,455,257
00000952,Amount,120,423
00000953,Amount,206,179
00000954,Amount,349,341
00000955,Amount,177,279
00000956,Amount,474,121
00000957,Amount,202,100
00000958,Amount,422,195
00000959,Amount,307,388
00000960,Amount,360,428
00000961,Amount,429,380
00000962,Amount,494,414
00000963,Amount,417,330
00000964,Amount,413,241
00000965,Amount,277,109
00000966,Amount,498,197
00000967,Amount,378,248
00000968,Amount,366,238
00000969,Amount,135,218
00000970,Amount,462,260
00000971,Amount,190,321
00000972,Amount,432,141
00000973,Amount,312,210
00000974,Amount,403,355
00000975,Amount,278,277
00000976,Amount,238,254
00000977,Amount,214,307
00000978,Amount,169,252
00000979,Amount,383,113
00000980,Amount,208,358
00000981,Amount,431,128
00000982,Amount,359,439
00000983,Amount,453,247
00000984,Amount,475,267
00000985,Amount,494,472
00000986,Amount,487,372
00000987,Amount,435,400
00000988,Amount,341,431
00000989,Amount,438,120
00000990,Amount,355,187
00000991,Amount,245,188
00000992,Amount,288,445
00000993,Amount,184,492
00000994,Amount,210,159
00000995,Amount,385,450
00000996,Amount,119,451
00000997,Amount,335,257
00000998,Amount,173,143
00000999,Amount,338,253
00001000,Amount,403,133
00001001,Amount,234,100
00001002,Amount,253,230
00001003,Amount,486,305
00001004,Amount,167,434
00001005,Amount,150,181
00001006,Amount,213,278
00001007,Amount,265,132
00001008,Amount,428,271
00001009,Amount,195,184
00001010,Amount,135,491
00001011,Amount,267,293
00001012,Amount,152,361
00001013,Amount,201,337
00001014,Amount,223,289
00001015,Amount,228,452
00001016,Amount,429,391
00001017,Amount,367,391
00001018,Amount,406,198
00001019,Amount,218,335
00001020,Amount,471,382
00001021,Amount,135,214
00001022,Amount,302,483
00001023,Amount,174,458
00001024,Amount,146,383
00001025,Amount,385,191
00001026,Amount,199,158
00001027,Amount,486,279
00001028,Amount,262,392
00001029,Amount,238,286
00001030,Amount,402,241
00001031,Amount,354,194
00001032,Amount,208,332
00001033,Amount,409,325
00001034,Amount,333,457
00001035,Amount,295,237
00001036,Amount,416,278
00001037,Amount,395,206
00001038,Amount,342,351
00001039,Amount,112,471
00001040,Amount,142,469
00001041,Amount,155,356
00001042,Amount,401,181
00001043,Amount,325,426
00001044,Amount,460,270
00001045,Amount,305,422
00001046,Amount,123,194
00001047,Amount,188,430
00001048,Amount,426,280
00001049,Amount,159,288
00001050,Amount,344,373
00001051,Amount,208,159
00001052,Amount,427,476
00001053,Amount,196,277
00001054,Amount,122,276
00001055,Amount,371,178
00001056,Amount,409,156
00001057,Amount,383,367
00001058,Amount,472,355
00001059,Amount,366,137
00001060,Amount,149,458
00001061,Amount,427,211
00001062,Amount,242,250
00001063,Amount,134,226
00001064,Amount,442,494
00001065,Amount,154,207
00001066,Amount,215,387
00001067,Amount,478,256
00001068,Amount,383,307
00001069,Amount,306,374
00001070,Amount,183,192
00001071,Amount,468,362
00001072,Amount,184,411
00001073,Amount,251,415
00001074,Amount,114,473
00001075,Amount,357,123
00001076,Amount,314,364
00001077,Amount,426,384
00001078,Amount,257,328
00001079,Amount,480,250
00001080,Amount,110,243
00001081,Amount,479,495
00001082,Amount,285,270
00001083,Amount,361,201
00001084,Amount,175,411
00001085,Amount,401,298
00001086,Amount,313,422
00001087,Amount,172,331
00001088,Amount,134,459
00001089,Amount,492,334
00001090,Amount,389,161
00001091,Amount,206,102
00001092,Amount,473,193
00001093,Amount,281,195
00001094,Amount,418,258
00001095,Amount,401,250
00001096,Amount,171,107
00001097,Amount,124,270
00001098,Amount,110,298
00001099,Amount,469,256
00001100,Amount,430,465
00001101,Amount,130,467
00001102,Amount,252,484
00001103,Amount,411,207
00001104,Amount,332,125
00001105,Amount,294,157
00001106,Amount,259,142
00001107,Amount,114,488
00001108,Amount,372,361
00001109,Amount,133,411
00001110,Amount,412,284
00001111,Amount,222,205
00001112,Amount,372,187
00001113,Amount,428,386
00001114,Amount,253,380
00001115,Amount,189,335
00001116,Amount,205,469
00001117,Amount,447,265
00001118,Amount,370,387
00001119,Amount,158,425
00001120,Amount,476,341
00001121,Amount,370,381
00001122,Amount,304,219
00001123,Amount,151,471
00001124,Amount,454,281
00001125,Amount,403,460
00001126,Amount,500,489
00001127,Amount,461,168
00001128,Amount,265,245
00001129,Amount,202,492
00001130,Amount,250,131
00001131,Amount,159,119
00001132,Amount,463,468
00001133,Amount,317,255
00001134,Amount,200,178
00001135,Amount,395,266
00001136,Amount,335,419
00001137,Amount,206,466
00001138,Amount,366,152
00001139,Amount,234,348
00001140,Amount,178,356
00001141,Amount,408,329
00001142,Amount,411,207
00001143,Amount,428,177
00001144,Amount,370,453
00001145,Amount,164,150
00001146,Amount,144,110
00001147,Amount,282,295
00001148,Amount,268,141
00001149,Amount,423,387
00001150,Amount,139,383
00001151,Amount,290,224
00001152,Amount,183,131
00001153,Amount,191,257
00001154,Amount,402,152
00001155,Amount,197,416
00001156,Amount,188,343
00001157,Amount,333,368
00001158,Amount,344,427
00001159,Amount,131,133
00001160,Amount,421,470
00001161,Amount,171,255
00001162,Amount,169,351
00001163,Amount,309,263
00001164,Amount,483,316
