ID,feild_name,source_data_value,target_data_value
00000820,Amount,221,206
00000821,Amount,407,412
00000822,Amount,199,210
00000823,Amount,300,414
00000824,Amount,479,395
00000825,Amount,456,185
00000826,Amount,411,222
00000827,Amount,408,314
00000828,Amount,363,375
00000829,Amount,210,325
00000830,Amount,454,342
00000831,Amount,333,475
00000832,Amount,131,119
00000833,Amount,415,132
00000834,Amount,317,181
00000835,Amount,387,349
00000836,Amount,238,124
00000837,Amount,397,135
00000838,Amount,493,117
00000839,Amount,297,477
00000840,Amount,159,461
00000841,Amount,290,217
00000842,Amount,448,198
00000843,Amount,295,228
00000844,Amount,227,481
00000845,Amount,156,475
00000846,Amount,404,118
00000847,Amount,435,263
00000848,Amount,239,145
00000849,Amount,117,163
00000850,Amount,332,382
00000851,Amount,463,302
00000852,Amount,435,240
00000853,Amount,130,304
00000854,Amount,444,481
00000855,Amount,103,399
00000856,Amount,138,442
00000857,Amount,223,114
00000858,Amount,281,216
00000859,Amount,411,338
00000860,Amount,499,317
00000861,Amount,254,245
00000862,Amount,298,349
00000863,Amount,158,373
00000864,Amount,384,148
00000865,Amount,291,195
00000866,Amount,458,164
00000867,Amount,389,430
00000868,Amount,374,471
00000869,Amount,125,487
00000870,Amount,488,447
00000871,Amount,466,381
00000872,Amount,281,480
00000873,Amount,282,238
00000874,Amount,341,436
00000875,Amount,227,258
00000876,Amount,424,375
00000877,Amount,182,273
00000878,Amount,409,102
00000879,Amount,234,300
00000880,Amount,159,169
00000881,Amount,132,256
00000882,Amount,387,166
00000883,Amount,267,494
00000884,Amount,369,322
00000885,Amount,144,491
00000886,Amount,295,447
00000887,Amount,192,464
00000888,Amount,281,419
00000889,Amount,493,323
00000890,Amount,414,368
00000891,Amount,193,396
00000892,Amount,251,120
00000893,Amount,238,410
00000894,Amount,367,420
00000895,Amount,357,256
00000896,Amount,270,148
00000897,Amount,359,347
00000898,Amount,182,168
00000899,Amount,367,352
00000900,Amount,143,429
00000901,Amount,324,279
00000902,Amount,351,314
00000903,Amount,259,362
00000904,Amount,382,193
00000905,Amount,334,400
00000906,Amount,237,203
00000907,Amount,499,158
00000908,Amount,339,372
00000909,Amount,239,108
00000910,Amount,109,497
00000911,Amount,105,183
00000912,Amount,353,462
00000913,Amount,325,183
00000914,Amount,310,131
00000915,Amount,219,386
00000916,Amount,247,370
00000917,Amount,190,471
00000918,Amount,374,480
00000919,Amount,257,452
00000920,Amount,388,283
00000921,Amount,365,350
00000922,Amount,191,234
00000923,Amount,304,262
00000924,Amount,373,488
00000925,Amount,307,435
00000926,Amount,236,154
00000927,Amount,300,427
00000928,Amount,406,392
00000929,Amount,386,388
00000930,Amount,326,185
00000931,Amount,312,473
00000932,Amount,293,285
00000933,Amount,329,264
00000934,Amount,135,459
00000935,Amount,222,101
00000936,Amount,478,104
00000937,Amount,127,461
00000938,Amount,434,253
00000939,Amount,137,232
00000940,Amount,292,359
00000941,Amount,410,289
00000942,Amount,442,136
00000943,Amount,240,210
00000944,Amount,328,297
00000945,Amount,163,149
00000946,Amount,155,318
00000947,Amount,324,450
00000948,Amount,394,408
00000949,Amount,433,467
00000950,Amount,241,103
00000951,Amount,131,446
00000952,Amount,450,117
00000953,Amount,433,273
00000954,Amount,377,273
00000955,Amount,139,458
00000956,Amount,159,462
00000957,Amount,298,424
00000958,Amount,205,164
00000959,Amount,398,183
00000960,Amount,462,472
00000961,Amount,491,319
00000962,Amount,326,426
00000963,Amount,452,386
00000964,Amount,485,343
00000965,Amount,131,352
00000966,Amount,275,448
00000967,Amount,111,211
00000968,Amount,354,207
00000969,Amount,429,217
00000970,Amount,266,309
00000971,Amount,497,148
00000972,Amount,326,453
00000973,Amount,246,382
00000974,Amount,424,111
00000975,Amount,466,314
00000976,Amount,214,208
00000977,Amount,358,115
00000978,Amount,162,325
00000979,Amount,453,387
00000980,Amount,444,262
00000981,Amount,120,254
00000982,Amount,167,339
00000983,Amount,383,165
00000984,Amount,363,317
00000985,Amount,239,271
00000986,Amount,140,440
00000987,Amount,326,316
00000989,Amount,206,324
00000990,Amount,453,424
00000991,Amount,221,317
00000992,Amount,222,320
00000993,Amount,431,147
00000994,Amount,277,357
00000995,Amount,168,141
00000996,Amount,135,134
00000997,Amount,323,466
00000998,Amount,234,430
00000999,Amount,189,132
00001000,Amount,241,107
00001001,Amount,388,150
00001002,Amount,100,270
00001003,Amount,327,198
00001004,Amount,156,331
00001005,Amount,235,401
00001006,Amount,292,393
00001007,Amount,165,373
00001008,Amount,325,474
00001009,Amount,270,463
00001010,Amount,157,116
00001011,Amount,306,207
00001012,Amount,459,206
00001013,Amount,422,236
00001014,Amount,344,437
00001015,Amount,457,278
00001016,Amount,393,476
00001017,Amount,439,159
00001018,Amount,256,405
00001019,Amount,158,122
00001020,Amount,452,306
00001021,Amount,496,229
00001022,Amount,225,448
00001023,Amount,461,470
00001024,Amount,263,113
00001025,Amount,258,345
00001026,Amount,235,312
00001027,Amount,257,439
00001028,Amount,491,497
00001029,Amount,268,437
00001030,Amount,263,234
00001031,Amount,189,175
00001032,Amount,390,111
00001033,Amount,455,153
00001034,Amount,161,183
00001035,Amount,450,143
00001036,Amount,393,174
00001037,Amount,495,346
00001038,Amount,137,286
00001039,Amount,114,499
00001040,Amount,351,361
00001041,Amount,277,331
00001042,Amount,398,162
00001043,Amount,447,147
00001044,Amount,485,155
00001045,Amount,166,370
00001046,Amount,446,165
00001047,Amount,463,475
00001048,Amount,300,335
00001049,Amount,367,230
00001050,Amount,205,325
00001051,Amount,311,464
00001052,Amount,198,120
00001053,Amount,410,237
00001054,Amount,449,166
00001055,Amount,457,204
00001056,Amount,151,387
00001057,Amount,365,212
00001058,Amount,315,361
00001059,Amount,427,139
00001060,Amount,217,100
00001061,Amount,415,131
00001062,Amount,170,239
00001063,Amount,410,354
00001064,Amount,283,379
00001065,Amount,192,101
00001066,Amount,165,106
00001067,Amount,247,410
00001068,Amount,474,107
00001069,Amount,254,161
00001070,Amount,114,249
00001071,Amount,188,128
00001072,Amount,479,327
00001073,Amount,482,300
00001074,Amount,316,241
00001075,Amount,311,190
00001076,Amount,422,159
00001077,Amount,431,122
00001078,Amount,431,381
00001079,Amount,152,422
00001080,Amount,171,169
00001081,Amount,262,232
00001082,Amount,394,346
00001083,Amount,383,365
00001084,Amount,366,148
00001085,Amount,118,423
00001086,Amount,354,492
00001087,Amount,391,494
00001088,Amount,289,186
00001089,Amount,192,454
00001090,Amount,309,198
00001091,Amount,468,376
00001092,Amount,110,347
00001093,Amount,359,268
00001094,Amount,440,134
00001095,Amount,274,171
00001096,Amount,155,114
00001097,Amount,356,444
00001098,Amount,207,125
00001099,Amount,357,161
00001100,Amount,439,268
00001101,Amount,368,314
00001102,Amount,379,446
00001103,Amount,243,408
00001104,Amount,500,235
00001105,Amount,248,304
00001106,Amount,134,263
00001107,Amount,100,204
00001108,Amount,102,367
00001109,Amount,438,160
00001110,Amount,231,253
00001111,Amount,118,353
00001112,Amount,285,240
00001113,Amount,433,175
00001114,Amount,434,135
00001115,Amount,305,361
00001116,Amount,281,170
00001117,Amount,121,223
00001118,Amount,275,315
00001119,Amount,294,255
00001120,Amount,247,470
00001121,Amount,126,465
00001122,Amount,145,372
00001123,Amount,482,133
00001124,Amount,458,397
00001125,Amount,390,377
00001126,Amount,327,234
00001127,Amount,392,410
00001128,Amount,348,244
00001129,Amount,328,468
00001130,Amount,427,264
00001131,Amount,153,286
00001132,Amount,226,204
00001133,Amount,323,233
00001134,Amount,329,215
00001135,Amount,434,229
00001136,Amount,127,452
00001137,Amount,104,350
00001138,Amount,285,182
00001139,Amount,110,201
00001140,Amount,323,420
00001141,Amount,305,350
00001142,Amount,114,242
00001143,Amount,486,232
00001144,Amount,285,424
00001145,Amount,500,115
00001146,Amount,132,393
00001147,Amount,460,350
00001148,Amount,398,435
00001149,Amount,146,282
00001150,Amount,167,320
00001151,Amount,287,211
00001152,Amount,107,172
00001153,Amount,231,488
00001154,Amount,409,262
00001155,Amount,165,265
00001156,Amount,448,181
00001157,Amount,369,285
00001158,Amount,154,129
00001159,Amount,416,471
00001160,Amount,336,181
00001161,Amount,426,232
00001162,Amount,145,182
00001163,Amount,111,438
00001164,Amount,431,283
00001165,Amount,496,289
00001166,Amount,364,186
00001167,Amount,208,100
00001168,Amount,450,462
00001169,Amount,261,301
